Date,Open,High,Low,Close,Volume
2021-02-15 00:00:00+05:30,366.77982904757414,377.8063030964077,365.11895051929037,375.49951171875,56608937
2021-02-16 00:00:00+05:30,380.15921384717547,383.61940086641556,369.3634190835168,371.2550048828125,80365431
2021-02-17 00:00:00+05:30,371.85478813574395,382.78898542862254,369.22504020569835,379.9285583496094,74161370
2021-02-18 00:00:00+05:30,392.2006743381445,394.6458958228092,381.7278635950129,383.1119384765625,67154539
2021-02-19 00:00:00+05:30,382.9273686965026,382.9273686965026,364.4730376749844,368.67138671875,66155518
2021-02-22 00:00:00+05:30,369.6402613025216,370.0093422964387,355.8456374021541,359.3981018066406,52535049
2021-02-23 00:00:00+05:30,361.7049173954127,368.8098466793104,358.93676751738656,365.0267028808594,45462768
2021-02-24 00:00:00+05:30,366.318478891226,378.7751526066707,364.65760032613,374.8536071777344,39632090
2021-02-25 00:00:00+05:30,379.23652393207584,382.83511305290074,375.1304237840227,375.7763366699219,46988836
2021-02-26 00:00:00+05:30,368.6252693216399,370.009344175163,357.09131220894784,359.99786376953125,64450414
2021-03-01 00:00:00+05:30,364.5653122502076,366.96438089697523,360.7821687871212,364.4269104003906,29677890
2021-03-02 00:00:00+05:30,364.4730863923037,368.671435997242,360.3669859275439,363.73492431640625,30534337
2021-03-03 00:00:00+05:30,365.8571224284956,377.2988023404721,365.3957641404395,373.746337890625,46268223
2021-03-04 00:00:00+05:30,367.8871174497629,372.3161458392388,363.96557192357517,365.07281494140625,43603653
2021-03-05 00:00:00+05:30,364.47305253661017,364.47305253661017,348.87914781939054,354.0002136230469,72179228
2021-03-08 00:00:00+05:30,358.42929895000003,362.99672953568995,356.21475643188364,359.49041748046875,39147858
2021-03-09 00:00:00+05:30,363.04285621835277,364.38077838806,352.7084190721633,357.64495849609375,28054083
2021-03-10 00:00:00+05:30,360.87444373292726,362.62759952374637,355.89178005830894,357.7372131347656,22677399
2021-03-12 00:00:00+05:30,361.4281101210432,362.8121850464609,348.3255228967916,351.6473083496094,35336355
2021-03-15 00:00:00+05:30,352.9390983919645,356.1686064818256,340.8053807718729,354.23089599609375,42722585
2021-03-16 00:00:00+05:30,355.7995417613883,357.8756541999037,347.0337336876566,349.29437255859375,38196452
2021-03-17 00:00:00+05:30,348.97143910085157,350.3093613126609,337.7604095714161,339.6981201171875,33143064
2021-03-18 00:00:00+05:30,342.78922608138095,346.01873426788114,333.19297881616706,338.7292785644531,39405038
2021-03-19 00:00:00+05:30,335.82276503540817,344.0810628707128,329.64055168283295,342.46630859375,60309145
2021-03-22 00:00:00+05:30,343.2505764246637,343.98873844366693,335.40748529668076,338.6369934082031,28461974
2021-03-23 00:00:00+05:30,340.20561801480284,348.74074647275876,338.68311311396104,343.896484375,41032380
2021-03-24 00:00:00+05:30,340.0210431778988,340.5285260085646,330.93227967552144,332.03955078125,42318999
2021-03-25 00:00:00+05:30,332.17799101896577,332.9623057962426,318.5217959851503,327.74896240234375,57495003
2021-03-26 00:00:00+05:30,332.17795540777104,334.0233884933698,327.1491389858848,329.5943603515625,40718848
2021-03-30 00:00:00+05:30,332.2702529713809,336.145645792198,328.7639129993168,332.9161376953125,39405124
2021-03-31 00:00:00+05:30,332.45476366105635,339.42129055006586,330.28640228303425,336.1456298828125,38651025
2021-04-01 00:00:00+05:30,339.28288589191675,343.1582784972576,335.038384140194,342.0048828125,31883453
2021-04-05 00:00:00+05:30,339.09834817506515,340.66697764794066,322.0742157581561,326.2264404296875,51743981
2021-04-06 00:00:00+05:30,328.21029533523836,329.4098156130564,322.3048867577723,323.4582824707031,44147709
2021-04-07 00:00:00+05:30,324.10423681113724,335.1307125015106,320.73632653018245,330.8400573730469,48023602
2021-04-08 00:00:00+05:30,333.10070620386483,335.2229432069068,326.9184934677523,328.1180419921875,33370259
2021-04-09 00:00:00+05:30,327.0107612463938,336.33020464759375,324.05808498718307,325.7189636230469,46473100
2021-04-12 00:00:00+05:30,317.4145467459966,317.4145467459966,297.622262146023,303.4353942871094,75501713
2021-04-13 00:00:00+05:30,306.34191285969575,315.79975806093637,304.9578379521971,314.6463623046875,49773360
2021-04-15 00:00:00+05:30,315.66136073512536,320.6901494091417,310.1250610256256,316.2149963378906,52992349
